qid,b1,b2,b3,b4,b5h,b9h
5a84af9a5542992a431d1a8c,0.267378,0.483735,0.359240,0.000000,0.295628,0.172299
5a84bd575542997b5ce3ff4a,0.000000,0.535991,0.504741,0.473491,0.000000,0.365385
5a84c0be5542991dd0999ddb,0.000000,0.438466,0.398470,0.368462,0.354033,0.431228
5a84c36b5542991dd0999de5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a84c5c95542997b5ce3ff5f,0.000000,0.000000,0.395893,0.000000,0.000000,0.000000
5a84c61d5542991dd0999df2,0.253279,0.475669,0.372296,0.409067,0.384480,0.186765
5a84cda15542991dd0999dff,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a84d57a5542992a431d1aaf,0.000000,0.968750,0.598141,0.560300,0.422682,0.408662
5a84e26f5542991dd0999e1a,0.000000,0.525902,0.000000,0.460414,0.431749,0.000000
5a84e5d15542997b5ce3ff85,0.389160,0.439422,0.509577,0.437043,0.530772,0.484955
5a84e73e5542997b5ce3ff88,0.000000,0.893750,0.499762,0.906250,0.875000,0.239041
5a84ecf55542991dd0999e24,0.000000,0.594464,0.000000,0.434776,0.501829,0.341729
5a84f4605542991dd0999e2f,0.279228,0.527561,0.488730,0.439581,0.422763,0.292238
5a84f7da5542997175ce1f38,0.365371,0.485726,0.453410,0.421090,0.457615,0.332667
5a8513155542994c784ddaf4,0.357007,0.481449,0.450720,0.429576,0.384371,0.403282
5a851eb25542997175ce1f8e,0.000000,0.000000,0.444733,0.000000,0.384293,0.000000
5a851fc75542992a431d1ae3,0.259464,0.477104,0.445322,0.414221,0.384656,0.322804
5a85294a5542997b5ce3ffa9,0.261413,0.301335,0.273990,0.340331,0.212650,0.259569
5a853ecb5542997b5ce3ffd5,0.000000,0.686873,0.655623,0.463355,0.875000,0.686873
5a854bd25542997175ce1fae,0.000000,0.458326,0.511071,0.456718,0.445083,0.906250
5a855afa5542991dd0999e53,0.341489,0.537083,0.672500,0.481123,0.536250,0.495500
5a857fe85542991dd0999e5e,0.000000,0.507883,0.937500,0.443679,0.000000,0.287374
5a8581255542991dd0999e60,0.000000,0.497218,0.937500,0.906250,0.405034,0.287056
5a858a435542991dd0999e64,0.000000,0.968750,0.837500,0.547500,0.497361,0.968750
5a85a0a55542991dd0999e6e,0.000000,0.968750,0.937500,0.906250,0.875000,0.937500
5a85a74b5542997b5ce4000e,0.000000,0.000000,0.000000,0.000000,0.000000,0.206377
5a85a79d5542997b5ce4000f,0.000000,0.344072,0.937500,0.264889,0.000000,0.000000
5a85b48e5542994c784ddb53,0.850000,0.968750,0.937500,0.480758,0.862500,0.750000
5a85b50b5542994c784ddb56,0.367501,0.893750,0.451144,0.413829,0.800000,0.432172
5a85d0045542997175ce2039,0.000000,0.579565,0.548315,0.517065,0.559868,0.360815
5a85d0e15542997175ce2040,0.373321,0.304338,0.379091,0.417980,0.213383,0.862500
5a85d4b85542997175ce2051,0.000000,0.478928,0.447678,0.316428,0.447678,0.478928
5a85d6095542996432c570f8,0.000000,0.499720,0.597500,0.426229,0.392093,0.356298
5a85d99c5542997b5ce4002f,0.000000,0.000000,0.000000,0.000000,0.000000,0.179738
5a85e2845542994c784ddba8,0.270552,0.404776,0.450374,0.234850,0.211861,0.189922
5a85ed685542996432c57136,0.359788,0.481212,0.448261,0.415500,0.492957,0.368381
5a85ee0b5542994775f606b3,0.850000,0.968750,0.487895,0.968750,0.806250,0.750000
5a85ef415542991dd0999eca,0.000000,0.000000,0.000000,0.000000,0.875000,0.843750
5a85f27b5542994775f606be,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a85f67e5542996432c57148,0.000000,0.607895,0.937500,0.906250,0.417344,0.750000
5a85f8af5542996432c5714d,0.366399,0.410752,0.375019,0.344641,0.317002,0.192037
5a85fab35542997b5ce40044,0.377012,0.404816,0.537770,0.418092,0.401456,0.181303
5a85ff2a5542994775f606ea,0.389031,0.000000,0.893750,0.429185,0.893750,0.893750
5a860588554299211dda2a3b,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8608bb55429960ec39b60d,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000
5a860d1d55429960ec39b615,0.000000,0.589993,0.560840,0.529590,0.573340,0.592090
5a86120e5542996432c57194,0.000000,0.514120,0.483651,0.452581,0.420473,0.542296
5a8612a5554299211dda2a63,0.000000,0.396500,0.000000,0.428512,0.000000,0.294871
5a8616a155429960ec39b61b,0.000000,0.000000,0.862500,0.397810,0.375754,0.000000
5a861d0e55429960ec39b620,0.000000,0.000000,0.480840,0.496984,0.421387,0.000000
5a8628335542991e771815a0,0.269209,0.520405,0.458122,0.457100,0.396645,0.505559
5a8636845542994775f6071f,0.000000,0.664590,0.633340,0.433084,0.570840,0.445840
5a86371d5542994775f60723,0.000000,0.000000,0.000000,0.410782,0.000000,0.000000
5a8637e65542996432c571ac,0.355707,0.477038,0.444702,0.416755,0.383075,0.259004
5a8639565542991e771815c8,0.260187,0.295805,0.458047,0.242600,0.462972,0.369222
5a863ed85542991e771815d7,0.000000,0.442613,0.497906,0.484192,0.422120,0.402899
5a863f995542991e771815da,0.377907,0.415972,0.825000,0.440767,0.410294,0.381250
5a86414c554299211dda2acc,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a86433b5542996432c571b2,0.593159,0.968750,0.398077,0.482935,0.937500,0.968750
5a8649095542996432c571b6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a864be55542996432c571bf,0.258572,0.303115,0.273280,0.416028,0.285780,0.261010
5a864dad554299211dda2aee,0.292610,0.968750,0.484643,0.906250,0.875000,0.332177
5a8659d555429960ec39b66e,0.436575,0.575116,0.520840,0.704863,0.543866,0.343437
5a8660a3554299211dda2b14,0.399357,0.434881,0.494348,0.383146,0.419217,0.193698
5a8666cc554299211dda2b1e,0.000000,0.512859,0.504983,0.499271,0.495209,0.289665
5a866a9e554299211dda2b22,0.850000,0.407557,0.000000,0.000000,0.000000,0.284800
5a8670165542994775f6075c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8671fc5542991e7718165e,0.000000,0.566600,0.535350,0.504100,0.579100,0.937500
5a8672205542991e7718165f,0.503002,0.000000,0.415502,0.384252,0.000000,0.228002
5a86787855429960ec39b6b0,0.000000,0.000000,0.000000,0.000000,0.000000,0.322327
5a86d4105542996432c571e9,0.383972,0.000000,0.463688,0.000000,0.300625,0.191059
5a86e5e25542994775f6077a,0.000000,0.544072,0.512822,0.466075,0.390413,0.309825
5a86ed335542991e77181693,0.000000,0.968750,0.937500,0.906250,0.968750,0.781250
5a86ed735542994775f60785,0.000000,0.315650,0.285531,0.329376,0.296638,0.167287
5a86f448554299211dda2b68,0.000000,0.000000,0.000000,0.000000,0.000000,0.937500
5a86f779554299211dda2b6f,0.850000,0.968750,0.893750,0.937500,0.875000,0.750000
5a8700b1554299211dda2b93,0.358165,0.477613,0.444624,0.413573,0.384503,0.386447
5a870672554299211dda2ba7,0.000000,0.436580,0.292317,0.283162,0.224840,0.237066
5a870af6554299211dda2bb0,0.000000,0.497574,0.462243,0.340265,0.000000,0.200523
5a870e14554299211dda2bbe,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a87225955429960ec39b751,0.000000,0.000000,0.000000,0.000000,0.000000,0.423371
5a872aad5542991e77181705,0.332706,0.498942,0.465220,0.493880,0.305687,0.266480
5a872ba75542991e77181707,0.000000,0.968750,0.532421,0.521735,0.307675,0.937500
5a872fa35542991e7718170d,0.000000,0.345468,0.519230,0.487584,0.348919,0.331730
5a8737bd55429960ec39b767,0.000000,0.534422,0.920833,0.889583,0.430094,0.889583
5a873ad055429960ec39b76c,0.365862,0.000000,0.463230,0.418765,0.391805,0.000000
5a87408f5542996432c57246,0.000000,0.968750,0.458607,0.326670,0.300092,0.276448
5a874e30554299211dda2bd0,0.000000,0.000000,0.000000,0.000000,0.806250,0.314038
5a874e99554299211dda2bd2,0.850000,0.000000,0.706997,0.000000,0.552670,0.583920
5a8751cf5542996432c57266,0.385392,0.343535,0.389488,0.369242,0.000000,0.000000
5a8761dc5542996e4f3087b6,0.398860,0.517610,0.485579,0.430129,0.403686,0.937500
5a87799e5542993e715abf5c,0.000000,0.893750,0.450385,0.862500,0.364357,0.675000
5a877b525542996e4f3087fd,0.000000,0.374519,0.000000,0.000000,0.000000,0.155769
5a877b765542996e4f3087fe,0.421575,0.436565,0.451062,0.505471,0.388788,0.461949
5a877beb5542996e4f3087ff,0.000000,0.498913,0.922500,0.439073,0.474993,0.295596
5a877f5b5542993e715abf82,0.000000,0.000000,0.000000,0.448626,0.414283,0.386126
5a8780855542993e715abf88,0.000000,0.538794,0.000000,0.480609,0.475189,0.350189
5a8783b15542994775f607e7,0.000000,0.553797,0.000000,0.504489,0.586845,0.538158
5a8788e45542996e4f308833,0.470580,0.603533,0.672283,0.641033,0.443908,0.323541
5a8791c65542994846c1cd9c,0.000000,0.607880,0.576630,0.545380,0.000000,0.389130
5a8796ba5542996e4f308863,0.000000,0.000000,0.000000,0.495568,0.310000,0.290422
5a87986c5542996e4f30886d,0.000000,0.531412,0.526370,0.524955,0.490683,0.000000
5a8798735542996e4f30886e,0.399996,0.559094,0.576630,0.518746,0.545625,0.457712
5a87999c5542996e4f308875,0.000000,0.000000,0.000000,0.906250,0.875000,0.000000
5a879a6b5542994846c1cdaf,0.396357,0.413163,0.390589,0.437802,0.893750,0.893750
5a87a10b5542993e715abfcc,0.260526,0.402534,0.395892,0.449642,0.220191,0.092985
5a87a2ca5542993e715abfd0,0.000000,0.477660,0.348306,0.349287,0.000000,0.424566
5a87ac785542996e4f3088c3,0.000000,0.968750,0.937500,0.906250,0.968750,0.906250
5a87ae4b5542996e4f3088c9,0.260241,0.300222,0.373189,0.423604,0.469976,0.302709
5a87b22d5542994775f607eb,0.000000,0.511374,0.520890,0.556250,0.442252,0.586337
5a87b2bd5542994775f607ec,0.000000,0.512775,0.481525,0.350366,0.409344,0.937500
5a87b4d05542994775f607f1,0.000000,0.000000,0.459500,0.429074,0.437807,0.000000
5a87b70e5542996e4f3088db,0.373947,0.968750,0.462805,0.906250,0.432756,0.275346
5a87b7fd5542994775f607f6,0.000000,0.000000,0.937500,0.906250,0.000000,0.000000
5a87ba3c5542996e4f3088f3,0.000000,0.499027,0.000000,0.425214,0.000000,0.000000
5a87c6fe5542997e5c09a570,0.000000,0.000000,0.000000,0.439076,0.396447,0.308560
5a87ed1b5542993e715ac010,0.000000,0.564086,0.410714,0.501586,0.479464,0.502043
5a8802ac5542997e5c09a58d,0.000000,0.000000,0.000000,0.000000,0.875000,0.000000
5a88047855429938390d3ecb,0.000000,0.396341,0.508382,0.474250,0.366178,0.380981
5a881e3155429938390d3ef1,0.293565,0.431580,0.406065,0.449815,0.243113,0.293565
5a882beb55429938390d3f00,0.403355,0.607414,0.533470,0.576164,0.607414,0.607414
5a8836985542994846c1ce2f,0.000000,0.000000,0.373610,0.340290,0.417987,0.190401
5a883a8a5542994846c1ce45,0.372839,0.415789,0.385449,0.247500,0.336916,0.204410
5a8844c75542994846c1ce7c,0.000000,0.505744,0.367395,0.684671,0.439575,0.421151
5a8845385542994846c1ce7e,0.000000,0.000000,0.517727,0.000000,0.295366,0.330227
5a88457f5542994846c1ce7f,0.000000,0.000000,0.000000,0.432645,0.000000,0.000000
5a884ac05542996e4f308937,0.000000,0.000000,0.000000,0.000000,0.000000,0.273611
5a885253554299206df2b221,0.000000,0.000000,0.000000,0.000000,0.402171,0.291974
5a885b6e5542993e715ac02a,0.393870,0.539760,0.937500,0.459904,0.937500,0.316050
5a88646655429938390d3f40,0.000000,0.000000,0.000000,0.460421,0.593750,0.429287
5a88709d55429938390d3f5e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8879a6554299206df2b2ac,0.000000,0.718750,0.687500,0.656250,0.800000,0.500000
5a8884f25542997e5c09a5ec,0.000000,0.498317,0.472074,0.436097,0.534757,0.269596
5a888bda5542997e5c09a60c,0.370130,0.673519,0.557630,0.506243,0.474993,0.750000
5a888d805542997e5c09a618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a88959a5542994846c1ce8f,0.000000,0.388340,0.490919,0.439439,0.473809,0.354663
5a8897db55429938390d3f80,0.000000,0.000000,0.536713,0.507911,0.374213,0.251661
5a88999c55429938390d3f8b,0.000000,0.000000,0.000000,0.000000,0.452574,0.000000
5a889a9155429938390d3f90,0.360813,0.306394,0.451389,0.244680,0.387660,0.364043
5a889b5b55429938390d3f96,0.000000,0.566134,0.937500,0.427127,0.503634,0.937500
5a88a3525542997e5c09a660,0.000000,0.500327,0.000000,0.000000,0.397072,0.000000
5a88a7ea5542994846c1cea6,0.000000,0.509378,0.480215,0.400000,0.422389,0.275000
5a88b7735542993e715ac079,0.000000,0.339583,0.316942,0.504649,0.229355,0.309777
5a88b9c3554299206df2b348,0.000000,0.893750,0.937500,0.454275,0.906250,0.781250
5a88c0d7554299206df2b35f,0.458708,0.502458,0.537491,0.514958,0.862500,0.377458
5a88da2b5542993b751ca884,0.000000,0.000000,0.000000,0.425476,0.319107,0.750000
5a88da945542993b751ca888,0.850000,0.893750,0.862500,0.937500,0.800000,0.781250
5a88dcef55429938390d3fe3,0.000000,0.615893,0.584643,0.553393,0.478276,0.571470
5a88dd97554299206df2b385,0.000000,0.496498,0.455126,0.000000,0.000000,0.268175
5a88e4fe5542993b751ca8b7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a88e6095542993b751ca8bc,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a88e66b5542993b751ca8bd,0.000000,0.968750,0.862500,0.505519,0.474269,0.675000
5a88f5e05542993b751ca8d7,0.000000,0.000000,0.492045,0.493280,0.000000,0.328874
5a88f85555429938390d400a,0.000000,0.000000,0.459454,0.428204,0.875000,0.875000
5a88f8765542997e5c09a6df,0.362153,0.371314,0.457122,0.308792,0.428729,0.269622
5a88f9805542995153361215,0.000000,0.968750,0.937500,0.000000,0.775000,0.750000
5a88fc855542997e5c09a6e6,0.000000,0.000000,0.458443,0.417006,0.385937,0.267776
5a88ff385542997e5c09a6ea,0.000000,0.520696,0.000000,0.000000,0.000000,0.000000
5a88ff7d5542995153361241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a890d02554299669944a483,0.000000,0.000000,0.473705,0.937500,0.937500,0.442412
5a8912a555429951533612a4,0.000000,0.000000,0.581875,0.000000,0.000000,0.000000
5a89156c554299669944a4a3,0.000000,0.515957,0.705979,0.000000,0.320371,0.537781
5a891a05554299669944a4ae,0.000000,0.490802,0.937500,0.451314,0.685423,0.201400
5a891aa0554299669944a4b1,0.000000,0.956250,0.533890,0.614590,0.862500,0.464773
5a892e1e55429951533612d3,0.356450,0.479629,0.371475,0.413293,0.383151,0.083416
5a89307e554299669944a4f2,0.000000,0.617386,0.000000,0.654886,0.623636,0.592386
5a8934fa554299669944a502,0.000000,0.496657,0.372263,0.906250,0.000000,0.351958
5a8973655542995153361303,0.000000,0.968750,0.937500,0.906250,0.800000,0.750000
5a897561554299515336130b,0.850000,0.968750,0.617500,0.595720,0.481429,0.937500
5a897d61554299669944a533,0.389847,0.531747,0.937500,0.906250,0.968750,0.750000
5a899013554299515336131a,0.000000,0.671321,0.640071,0.640071,0.968750,0.906250
5a899e0055429946c8d6e96a,0.279851,0.410948,0.467190,0.345235,0.317166,0.425591
5a89a5ac5542993b751ca968,0.000000,0.580661,0.549411,0.937500,0.549411,0.580661
5a89a5db554299669944a561,0.000000,0.893750,0.862500,0.831250,0.410416,0.843750
5a89a6975542993b751ca96c,0.453771,0.497521,0.470488,0.571141,0.481703,0.574528
5a89a7e555429946c8d6e983,0.000000,0.000000,0.937500,0.430901,0.875000,0.344242
5a89a94255429946c8d6e98d,0.000000,0.000000,0.000000,0.576250,0.000000,0.000000
5a89aa1255429946c8d6e992,0.000000,0.952961,0.695577,0.906250,0.558199,0.508077
5a89aead554299669944a56d,0.000000,0.968750,0.937500,0.906250,0.000000,0.906250
5a89b0b85542992e4fca8372,0.000000,0.000000,0.862500,0.000000,0.000000,0.000000
5a89b1bf5542992e4fca8377,0.000000,0.543020,0.518017,0.477679,0.000000,0.303100
5a89b1ee5542992e4fca8379,0.000000,0.444047,0.487280,0.906250,0.775000,0.937500
5a89b35f5542992e4fca8384,0.000000,0.000000,0.000000,0.906250,0.937500,0.750000
5a89b43d5542992e4fca838c,0.000000,0.000000,0.489134,0.000000,0.853571,0.307354
5a89be5b5542992e4fca83b0,0.396370,0.407956,0.402597,0.450289,0.424200,0.297362
5a89c03155429946c8d6e9b7,0.310946,0.478750,0.547500,0.506098,0.487000,0.486579
5a89c12b5542993b751ca989,0.362244,0.000000,0.467000,0.459949,0.000000,0.425930
5a89c43a5542992e4fca83c4,0.000000,0.486162,0.471324,0.439741,0.320502,0.194316
5a89cc495542992e4fca83c8,0.437404,0.968750,0.937500,0.906250,0.968750,0.531986
5a89d15055429946c8d6e9ca,0.000000,0.615592,0.937500,0.462459,0.584342,0.540592
5a89d34855429946c8d6e9d1,0.000000,0.000000,0.000000,0.432083,0.000000,0.270838
5a89de215542992e4fca8401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a89e08055429946c8d6e9f3,0.356278,0.477770,0.445762,0.416245,0.385791,0.257510
5a89e9d15542993b751ca9b1,0.363207,0.428192,0.462817,0.495173,0.421150,0.361074
5a89ef145542992e4fca8493,0.000000,0.000000,0.000000,0.000000,0.000000,0.427447
5a89f08a55429970aeb7019e,0.000000,0.430427,0.426476,0.463626,0.548458,0.462494
5a89f1ce55429946c8d6ea21,0.000000,0.893750,0.284172,0.289145,0.287911,0.300455
5a89f3615542992e4fca84aa,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a89f3a655429970aeb701a7,0.000000,0.248748,0.000000,0.416773,0.448721,0.186563
5a89f5a755429970aeb701b0,0.000000,0.868750,0.862500,0.320937,0.800000,0.906250
5a89fafd55429970aeb701d9,0.366157,0.411426,0.456536,0.426274,0.491337,0.266746
5a89fb045542992e4fca84c3,0.358316,0.405841,0.487212,0.351433,0.446951,0.365568
5a89fb1a5542993b751ca9d4,0.000000,0.968750,0.937500,0.906250,0.937500,0.862500
5a89fc5655429970aeb701e0,0.000000,0.968750,0.937500,0.367795,0.000000,0.315284
5a89fd6d5542995153361346,0.000000,0.000000,0.366659,0.331956,0.576522,0.294603
5a89ff3e55429946c8d6ea33,0.750000,0.968750,0.862500,0.831250,0.402222,0.750000
5a8a055d55429970aeb7020d,0.000000,0.506328,0.000000,0.443828,0.775000,0.287578
5a8a07895542992d82986e5c,0.000000,0.450629,0.449572,0.391552,0.355451,0.212636
5a8a08375542992d82986e60,0.000000,0.383324,0.000000,0.484590,0.000000,0.165568
5a8a092a5542993b751ca9ea,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000
5a8a0f635542992d82986e85,0.000000,0.502766,0.483487,0.472342,0.325989,0.296946
5a8a12635542992d82986e8f,0.000000,0.000000,0.000000,0.327507,0.293608,0.272191
5a8a17435542992d82986ea8,0.000000,0.000000,0.000000,0.342230,0.384499,0.260441
5a8a18ac5542992d82986eaf,0.447297,0.525481,0.494231,0.428547,0.397297,0.306731
5a8a1bdd5542992d82986ec2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8a298f55429930ff3c0cca,0.266976,0.405334,0.455894,0.458567,0.215182,0.289845
5a8a2a655542992d82986eda,0.000000,0.000000,0.520592,0.331861,0.449015,0.394350
5a8a2a6e5542996c9b8d5e28,0.318489,0.580128,0.451896,0.517628,0.486378,0.364396
5a8a2c9e55429930ff3c0cd9,0.000000,0.000000,0.862500,0.831250,0.000000,0.937500
5a8a2fa655429930ff3c0ce6,0.000000,0.350268,0.501583,0.448497,0.432979,0.443655
5a8a2fce5542992d82986ee9,0.000000,0.486922,0.000000,0.421607,0.393751,0.281316
5a8a33745542992d82986ef7,0.354312,0.399459,0.266921,0.413560,0.298863,0.376011
5a8a3c215542996c9b8d5e69,0.000000,0.000000,0.000000,0.536050,0.000000,0.000000
5a8a401f5542996c9b8d5e73,0.000000,0.000000,0.000000,0.000000,0.000000,0.276224
5a8a41885542996c9b8d5e76,0.340277,0.409027,0.373887,0.496527,0.324326,0.265277
5a8a472d55429930ff3c0d51,0.000000,0.000000,0.375157,0.000000,0.000000,0.277120
5a8a482e55429930ff3c0d5c,0.000000,0.000000,0.297879,0.000000,0.000000,0.213081
5a8a5d0555429930ff3c0db2,0.000000,0.561633,0.476441,0.443103,0.937500,0.750000
5a8a63ff55429930ff3c0dc0,0.000000,0.968750,0.937500,0.471834,0.875000,0.906250
5a8a64a95542996c9b8d5eca,0.000000,0.000000,0.000000,0.000000,0.396702,0.264296
5a8a65035542996c9b8d5ecb,0.385314,0.502185,0.470935,0.440602,0.409031,0.284993
5a8a651b55429930ff3c0dc2,0.000000,0.396339,0.352840,0.491654,0.303727,0.177029
5a8a68dc55429970aeb702d1,0.000000,0.000000,0.000000,0.426108,0.398876,0.275960
5a8a6b0c55429970aeb702d4,0.000000,0.484841,0.000000,0.432715,0.000000,0.277934
5a8a71bc55429970aeb702e9,0.000000,0.000000,0.494797,0.000000,0.627090,0.317647
5a8aa07a5542992d82986f31,0.000000,0.627850,0.501562,0.565350,0.534100,0.196360
5a8aa3f15542992d82986f3d,0.356785,0.474070,0.446702,0.414577,0.384781,0.257798
5a8ab90b5542992d82986f63,0.850000,0.000000,0.862500,0.484260,0.761364,0.892614
5a8accf45542992d82986f8c,0.000000,0.000000,0.555118,0.000000,0.480745,0.000000
5a8acdac55429950cd6afb99,0.000000,0.000000,0.000000,0.000000,0.487751,0.215015
5a8acf375542995153361388,0.299595,0.893750,0.536149,0.378876,0.893750,0.893750
5a8ad7865542992d82986f96,0.000000,0.000000,0.478729,0.577596,0.711193,0.311314
5a8ad8575542992d82986f9e,0.000000,0.000000,0.349383,0.583532,0.467453,0.393901
5a8adcbc5542992d82986fb1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8aefa855429950cd6afc11,0.000000,0.667715,0.793750,0.476387,0.875000,0.448965
5a8aeffc55429950cd6afc14,0.000000,0.000000,0.000000,0.000000,0.231229,0.000000
5a8af4b75542996c9b8d5f7f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8af6215542996c9b8d5f86,0.000000,0.000000,0.000000,0.358585,0.937500,0.843750
5a8afc3f55429971feec45c6,0.000000,0.511301,0.000000,0.561128,0.420636,0.297144
5a8afd3555429971feec45cc,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b001855429971feec45e6,0.422841,0.000000,0.000000,0.500570,0.466821,0.427629
5a8b01f355429971feec45f5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b05a055429971feec4613,0.000000,0.968750,0.968750,0.937500,0.875000,0.489722
5a8b078555429971feec4623,0.418051,0.364421,0.423065,0.418041,0.479720,0.225717
5a8b0a2555429950cd6afc51,0.539277,0.000000,0.000000,0.386863,0.875000,0.000000
5a8b111e55429949d91db49e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b151355429949d91db4a9,0.000000,0.492687,0.460413,0.433703,0.398534,0.497639
5a8b1d665542996c9b8d5fa5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b259355429971feec464f,0.000000,0.000000,0.594853,0.563603,0.532353,0.407353
5a8b25c855429950cd6afc57,0.000000,0.000000,0.000000,0.000000,0.769231,0.000000
5a8b2d2c5542997f31a41ca2,0.000000,0.818750,0.862500,0.000000,0.441667,0.732353
5a8b2fff5542995d1e6f12fe,0.000000,0.488675,0.458790,0.426851,0.000000,0.000000
5a8b354555429949d91db4e6,0.000000,0.476939,0.445376,0.418277,0.382070,0.258856
5a8b3cfd5542995d1e6f1316,0.361056,0.485265,0.458514,0.419772,0.292734,0.270323
5a8b3f4c5542995d1e6f131e,0.000000,0.554324,0.448074,0.491824,0.875000,0.937500
5a8b4a305542995d1e6f134f,0.000000,0.968750,0.937500,0.937500,0.968750,0.937500
5a8b4c525542995d1e6f1357,0.000000,0.386088,0.000000,0.000000,0.000000,0.000000
5a8b4d3c55429949d91db53b,0.353692,0.487212,0.480863,0.461029,0.455410,0.485417
5a8b4dd15542995d1e6f135d,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b4f8155429971feec46b2,0.000000,0.000000,0.477052,0.229432,0.343958,0.326843
5a8b53b055429950cd6afcaa,0.000000,0.950000,0.918750,0.887500,0.887500,0.937500
5a8b565655429949d91db554,0.358835,0.404830,0.396925,0.414037,0.406093,0.350000
5a8b567c5542995d1e6f136c,0.250920,0.000000,0.368189,0.000000,0.282404,0.281499
5a8b579355429950cd6afcc0,0.000000,0.460461,0.384631,0.365449,0.459854,0.213490
5a8b588655429949d91db562,0.000000,0.000000,0.000000,0.434026,0.385956,0.000000
5a8b590355429971feec46ee,0.338765,0.509495,0.524716,0.546995,0.515745,0.255000
5a8b591f5542995d1e6f1379,0.000000,0.615592,0.000000,0.436213,0.000000,0.203391
5a8b59e755429949d91db564,0.373690,0.000000,0.460350,0.425917,0.295640,0.267152
5a8b5a2f55429950cd6afcc8,0.000000,0.404910,0.473654,0.473419,0.497168,0.517207
5a8b5bcb55429949d91db56a,0.000000,0.496346,0.482214,0.434018,0.416677,0.276289
5a8b639f55429949d91db58c,0.750000,0.968750,0.937500,0.410516,0.968750,0.968750
5a8b66c05542997f31a41d0f,0.260314,0.305398,0.449815,0.426485,0.388908,0.327823
5a8b6b7655429950cd6afcec,0.000000,0.400165,0.492254,0.931250,0.687500,0.750000
5a8b760a55429971feec470e,0.368920,0.485279,0.000000,0.430668,0.489295,0.280313
5a8b76815542995d1e6f13a2,0.000000,0.000000,0.000000,0.000000,0.875000,0.750000
5a8b7d115542997f31a41d4a,0.000000,0.868750,0.000000,0.000000,0.000000,0.750000
5a8b826b5542995d1e6f13ce,0.462813,0.000000,0.480556,0.462105,0.426063,0.750000
5a8b82d15542995d1e6f13d1,0.000000,0.489657,0.478131,0.521818,0.394748,0.296094
5a8b89df55429949d91db5d3,0.000000,0.000000,0.403408,0.000000,0.427651,0.269276
5a8b908d55429950cd6afd17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a8b92755542995d1e6f13ff,0.000000,0.507010,0.000000,0.441648,0.413260,0.750000
5a8b936f5542995d1e6f1403,0.000000,0.499040,0.358863,0.906250,0.875000,0.750000
5a8b9ac75542997f31a41d83,0.409524,0.507077,0.448189,0.446213,0.573348,0.244600
5a8ba55d554299240d9c2056,0.000000,0.616118,0.937500,0.906250,0.875000,0.750000
5a8babd15542996e8ac8899d,0.000000,0.000000,0.000000,0.000000,0.875000,0.290571
5a8bb8775542995e66a474e0,0.363365,0.478346,0.454537,0.307813,0.467253,0.429549
5a8bde8b5542997f31a41de9,0.000000,0.386942,0.355692,0.324442,0.875000,0.170503
5a8be0aa5542997f31a41dec,0.000000,0.518750,0.487500,0.000000,0.423158,0.300000
5a8c0b8e5542995e66a4753b,0.000000,0.893750,0.616250,0.862500,0.968750,0.491250
5a8c13cd5542995e66a4754b,0.358596,0.404181,0.445175,0.413798,0.479037,0.352548
5a8c2c95554299240d9c20b1,0.000000,0.406205,0.336575,0.426086,0.875000,0.937500
5a8c38195542995e66a4755d,0.442660,0.000000,0.279232,0.000000,0.000000,0.000000
5a8c3ee7554299240d9c20df,0.360145,0.479931,0.444294,0.412315,0.386205,0.410599
5a8c3f655542995e66a47578,0.438347,0.427505,0.937500,0.419597,0.875000,0.449803
5a8c40a2554299240d9c20e8,0.368707,0.547805,0.937500,0.968750,0.893750,0.968750
5a8c41235542995e66a4757e,0.000000,0.000000,0.480284,0.336821,0.875000,0.750000
